[2024.05.13 23:56:34:065] EVENT,      get parameter (from 10014) lastrtppublicport2=5074 {wmain 57} [inst: 2246]
[2024.05.13 23:56:34:065] EVENT,      get parameter (from 10014) sendvideoonrec=1 {wmain 57} [inst: 2246]
[2024.05.13 23:56:34:065] EVENT,      get parameter (from 10014) excontactlist=,mama, {wmain 57} [inst: 2246]
[2024.05.13 23:56:34:065] EVENT,      get parameter (from 10014) serverload=1 {wmain 57} [inst: 2246]
[2024.05.13 23:56:34:065] EVENT, set server load: 1 {wmain 57} [inst: 2246]
[2024.05.13 23:56:34:065] EVENT,      get parameter (from 10014) pushnotifications3_61386=-1 {wmain 57} [inst: 2246]
[2024.05.13 23:56:34:065] EVENT,      get parameter (from 10014) pushnotifications=-1 {wmain 57} [inst: 2246]
[2024.05.13 23:56:34:066] EVENT,      get parameter (from 10014) winaudioerrors61386=-33 {wmain 57} [inst: 2246]
[2024.05.13 23:56:34:066] EVENT,read config file (211) C:\Users\phili\OneDrive - University of Johannesburg\BSc Computer Science\Year 3\Advanced Data Structured and Algorithms (CSC03A3)\MiniProject\mwphonedata\u168wpcfg.dat {wmain 57} [inst: 2246]
[2024.05.13 23:56:34:067] EVENT,serveraddrlst32: a (82447):  b: 127.0.0.1:5061 c:  d:  e:  f:  g:  h:  i:  j:  {matask_commoninit2 60} [inst: 2246]
[2024.05.13 23:56:34:067] EVENT,system preferIPv4Stack: , preferIPv6Addresses: false, current: NotSet {matask_commoninit2 60} [inst: 2246]
[2024.05.13 23:56:34:068] EVENT,temp network interface ip is: 172.22.0.1 (from: 0 with server: 127.0.0.1, prefipv: NotSet, fav: , bestfrom: 0, currbest: 172.22.0.1, def: 172.22.0.1, stun: 2) {matask_commoninit2 60} [inst: 2246]
[2024.05.13 23:56:34:068] EVENT,temp network interface ip is: 192.168.0.227 (from: 3 with server: 127.0.0.1, prefipv: NotSet, fav: , bestfrom: 3, currbest: 172.22.0.1, def: 172.22.0.1, stun: 2) {matask_commoninit2 60} [inst: 2246]
[2024.05.13 23:56:34:068] EVENT,temp network interface ip is: fe80:0:0:0:808c:ea71:c231:283 (from: 3 with server: 127.0.0.1, prefipv: NotSet, fav: , bestfrom: 64, currbest: 172.22.0.1, def: 172.22.0.1, stun: 2) {matask_commoninit2 60} [inst: 2246]
[2024.05.13 23:56:34:068] EVENT,temp network interface ip is: fe80:0:0:0:3a8d:8135:2ad8:c66 (from: 3 with server: 127.0.0.1, prefipv: NotSet, fav: , bestfrom: 23, currbest: 172.22.0.1, def: 172.22.0.1, stun: 2) {matask_commoninit2 60} [inst: 2246]
[2024.05.13 23:56:34:068] EVENT,temp network interface ip is: fe80:0:0:0:8967:c269:2bcb:a4a (from: 3 with server: 127.0.0.1, prefipv: NotSet, fav: , bestfrom: 23, currbest: 172.22.0.1, def: 172.22.0.1, stun: 2) {matask_commoninit2 60} [inst: 2246]
[2024.05.13 23:56:34:068] EVENT,temp network interface ip is: 169.254.156.228 (from: 3 with server: 127.0.0.1, prefipv: NotSet, fav: , bestfrom: 23, currbest: 172.22.0.1, def: 172.22.0.1, stun: 2) {matask_commoninit2 60} [inst: 2246]
[2024.05.13 23:56:34:068] EVENT,temp network interface ip is: fe80:0:0:0:bbfa:c805:eb23:8a1 (from: 3 with server: 127.0.0.1, prefipv: NotSet, fav: , bestfrom: 15, currbest: 172.22.0.1, def: 172.22.0.1, stun: 2) {matask_commoninit2 60} [inst: 2246]
[2024.05.13 23:56:34:068] EVENT,temp network interface ip is: ::1 (from: 3 with server: 127.0.0.1, prefipv: NotSet, fav: , bestfrom: 23, currbest: 172.22.0.1, def: 172.22.0.1, stun: 2) {matask_commoninit2 60} [inst: 2246]
[2024.05.13 23:56:34:068] EVENT,temp network interface ip is: 127.0.0.1 (from: 3 with server: 127.0.0.1, prefipv: NotSet, fav: , bestfrom: 15, currbest: 172.22.0.1, def: 172.22.0.1, stun: 2) {matask_commoninit2 60} [inst: 2246]
[2024.05.13 23:56:34:068] EVENT,temp network interface ip is: fe80:0:0:0:6930:65d9:7f1b:b6d (from: 3 with server: 127.0.0.1, prefipv: NotSet, fav: , bestfrom: 15, currbest: 172.22.0.1, def: 172.22.0.1, stun: 2) {matask_commoninit2 60} [inst: 2246]
[2024.05.13 23:56:34:068] EVENT,temp network interface ip is: fe80:0:0:0:c869:577f:aaa9:814 (from: 3 with server: 127.0.0.1, prefipv: NotSet, fav: , bestfrom: 23, currbest: 172.22.0.1, def: 172.22.0.1, stun: 2) {matask_commoninit2 60} [inst: 2246]
[2024.05.13 23:56:34:068] EVENT,temp network interface ip is: fe80:0:0:0:b489:476f:76c1:448 (from: 3 with server: 127.0.0.1, prefipv: NotSet, fav: , bestfrom: 23, currbest: 172.22.0.1, def: 172.22.0.1, stun: 2) {matask_commoninit2 60} [inst: 2246]
[2024.05.13 23:56:34:069] EVENT,temp network interface ip is: fe80:0:0:0:bbf9:9012:9527:43b (from: 3 with server: 127.0.0.1, prefipv: NotSet, fav: , bestfrom: 23, currbest: 172.22.0.1, def: 172.22.0.1, stun: 2) {matask_commoninit2 60} [inst: 2246]
[2024.05.13 23:56:34:069] EVENT,primary local ip is 172.22.0.1 (last: fe80:0:0:0:bbf9:9012:9527:43b from: 3 with server: 127.0.0.1, prefipv: NotSet, fav: , bestfrom: 23, def: 172.22.0.1, stun: 2, preferipv: IPv4) {matask_commoninit2 60} [inst: 2246]
[2024.05.13 23:56:34:069] EVENT,localhost ip changed from  to 172.22.0.1 by: 2 check: true from: 1 {matask_commoninit2 60} [inst: 2246]
[2024.05.13 23:56:34:069] EVENT, network addr set to 172.22.0.1 {matask_commoninit2 60} [inst: 2246]
[2024.05.13 23:56:34:069] EVENT, network addr2 set to 172.22.0.1 {matask_commoninit2 60} [inst: 2246]
[2024.05.13 23:56:34:069] EVENT,async task MATASK_COMMONINIT2 finished in 6 msec with 0  (pb: false pi1: 0 pi2: 0 p1:  p2: ) {matask_commoninit2 60} [inst: 2246]
[2024.05.13 23:56:34:071] EVENT,config version 7000277 [wpmain] {wmain 57} [inst: 2246]
[2024.05.13 23:56:34:071] EVENT,config read 70 [wpmain] {wmain 57} [inst: 2246]
[2024.05.13 23:56:34:090] EVENT,      get parameter (from 100111) serveraddress=127.0.0.1:5061 {wmain 57} [inst: 2246]
[2024.05.13 23:56:34:090] EVENT,      get parameter (from 100111) register=0 {wmain 57} [inst: 2246]
[2024.05.13 23:56:34:091] EVENT,      get parameter (from 10014) lasthasfcm=0 {wmain 57} [inst: 2246]
[2024.05.13 23:56:34:091] EVENT,      get parameter (from 10014) pushnotifications=-1 {wmain 57} [inst: 2246]
[2024.05.13 23:56:34:092] EVENT,      get parameter (from 10014) g7221payload=114 {wmain 57} [inst: 2246]
[2024.05.13 23:56:34:092] EVENT,      get parameter (from 10014) g7221payload=114 {wmain 57} [inst: 2246]
[2024.05.13 23:56:34:092] EVENT,      get parameter (from 10014) g7221uwbpayload=115 {wmain 57} [inst: 2246]
[2024.05.13 23:56:34:092] EVENT,      get parameter (from 10014) g7221uwbpayload=115 {wmain 57} [inst: 2246]
[2024.05.13 23:56:34:092] EVENT,      get parameter (from 10014) ilbcpayload=97 {wmain 57} [inst: 2246]
[2024.05.13 23:56:34:092] EVENT,      get parameter (from 10014) ilbcpayload=97 {wmain 57} [inst: 2246]
[2024.05.13 23:56:34:092] EVENT,      get parameter (from 10014) speexpayload=104 {wmain 57} [inst: 2246]
[2024.05.13 23:56:34:092] EVENT,      get parameter (from 10014) speexpayload=104 {wmain 57} [inst: 2246]
[2024.05.13 23:56:34:092] EVENT,      get parameter (from 10014) speexwbpayload=105 {wmain 57} [inst: 2246]
[2024.05.13 23:56:34:092] EVENT,      get parameter (from 10014) speexwbpayload=105 {wmain 57} [inst: 2246]
[2024.05.13 23:56:34:092] EVENT,      get parameter (from 10014) speexuwbpayload=106 {wmain 57} [inst: 2246]
[2024.05.13 23:56:34:092] EVENT,      get parameter (from 10014) speexuwbpayload=106 {wmain 57} [inst: 2246]
[2024.05.13 23:56:34:092] EVENT,      get parameter (from 10014) opuspayload=110 {wmain 57} [inst: 2246]
[2024.05.13 23:56:34:092] EVENT,      get parameter (from 10014) opuspayload=110 {wmain 57} [inst: 2246]
[2024.05.13 23:56:34:092] EVENT,      get parameter (from 10014) opuswbpayload=111 {wmain 57} [inst: 2246]
[2024.05.13 23:56:34:092] EVENT,      get parameter (from 10014) opuswbpayload=111 {wmain 57} [inst: 2246]
[2024.05.13 23:56:34:093] EVENT,      get parameter (from 10014) opusuwbpayload=112 {wmain 57} [inst: 2246]
[2024.05.13 23:56:34:093] EVENT,      get parameter (from 10014) opusuwbpayload=112 {wmain 57} [inst: 2246]
[2024.05.13 23:56:34:093] EVENT,      get parameter (from 10014) opusswbpayload=113 {wmain 57} [inst: 2246]
[2024.05.13 23:56:34:093] EVENT,      get parameter (from 10014) opusswbpayload=113 {wmain 57} [inst: 2246]
[2024.05.13 23:56:34:096] EVENT, turn off rtp stun on lan a 127.0.0.1 {wmain 57} [inst: 2246]
[2024.05.13 23:56:34:096] EVENT,      get parameter (from 10014) pastmaxcallcount=0 {wmain 57} [inst: 2246]
[2024.05.13 23:56:34:098] EVENT,      get parameter (from 10014) canloadg729=99 {wmain 57} [inst: 2246]
[2024.05.13 23:56:34:100] EVENT,      get parameter (from 100111) signalingport=3310 {wmain 57} [inst: 2246]
[2024.05.13 23:56:34:101] EVENT,      get parameter (from 10014) excontactlist=,mama, {wmain 57} [inst: 2246]
[2024.05.13 23:56:34:101] EVENT,      get parameter (from 100111) setserverfromtarget=2 {wmain 57} [inst: 2246]
[2024.05.13 23:56:34:102] EVENT,      get parameter (from 10014) askforwhitelist=1 {wmain 57} [inst: 2246]
[2024.05.13 23:56:34:102] EVENT,      get parameter (from 10014) runservice=-1 {wmain 57} [inst: 2246]
[2024.05.13 23:56:34:102] EVENT,      get parameter (from 10014) scheduledwakeup=1 {wmain 57} [inst: 2246]
[2024.05.13 23:56:34:102] EVENT,      get parameter (from 10014) dtmfpayload=101 {wmain 57} [inst: 2246]
[2024.05.13 23:56:34:102] EVENT,      get parameter (from 10014) dtmfpayload=101 {wmain 57} [inst: 2246]
[2024.05.13 23:56:34:104] EVENT, ppphone is 0/-1/-1 [wpmain] {wmain 57} [inst: 2246]
[2024.05.13 23:56:34:112] EVENT, try to load js [wpmain] {wmain 57} [inst: 2246]
[2024.05.13 23:56:34:112] EVENT,      get parameter (from 10068) serveraddress_user=127.0.0.1:5070 {wmain 57} [inst: 2246]
[2024.05.13 23:56:34:113] EVENT,      get parameter (from 10068) serveraddress_orig=127.0.0.1:5070 {wmain 57} [inst: 2246]
[2024.05.13 23:56:34:113] EVENT,      get parameter (from 100111) serveraddress=127.0.0.1:5061 {wmain 57} [inst: 2246]
[2024.05.13 23:56:34:113] EVENT,      get parameter (from 100111) serveraddress=127.0.0.1:5061 {wmain 57} [inst: 2246]
[2024.05.13 23:56:34:118] EVENT,      get parameter (from 100111) username=JOe {wmain 57} [inst: 2246]
[2024.05.13 23:56:34:118] EVENT,      get parameter (from 10064) sipusername=JOe {wmain 57} [inst: 2246]
[2024.05.13 23:56:34:118] EVENT,      get parameter (from 10069) callerid=JOe {wmain 57} [inst: 2246]
[2024.05.13 23:56:34:118] EVENT,      get parameter (from 100111) username=JOe {wmain 57} [inst: 2246]
[2024.05.13 23:56:34:118] EVENT,      get parameter (from 10064) sipusername=JOe {wmain 57} [inst: 2246]
[2024.05.13 23:56:34:118] EVENT,      get parameter (from 10069) callerid=JOe {wmain 57} [inst: 2246]
[2024.05.13 23:56:34:118] EVENT,      get parameter (from 10069) callerid=JOe {wmain 57} [inst: 2246]
[2024.05.13 23:56:34:118] EVENT,sipusername (auth) is JOe [wpmain] {wmain 57} [inst: 2246]
[2024.05.13 23:56:34:118] EVENT,username (callerid) is JOe [wpmain] {wmain 57} [inst: 2246]
[2024.05.13 23:56:34:118] EVENT,callto is  mama@127.0.0.1:3310 [wpmain] {wmain 57} [inst: 2246]
[2024.05.13 23:56:34:118] EVENT, lccccc trigger txr [wpmain] {wmain 57} [inst: 2246]
[2024.05.13 23:56:34:118] EVENT, lccccc trigger xr {wmain 57} [inst: 2246]
[2024.05.13 23:56:34:118] EVENT, lccccc trigger 10 {wmain 57} [inst: 2246]
[2024.05.13 23:56:34:120] EVENT,      get parameter (from 10014) allcallcount=31 {wmain 57} [inst: 2246]
[2024.05.13 23:56:34:120] EVENT,      get parameter (from 10014) allsucccallcount=14 {wmain 57} [inst: 2246]
[2024.05.13 23:56:34:120] EVENT,      get parameter (from 10014) lastcodecused=111 {wmain 57} [inst: 2246]
[2024.05.13 23:56:34:120] EVENT,      get parameter (from 10014) audiodevicehash=16001 {wmain 57} [inst: 2246]
[2024.05.13 23:56:34:120] EVENT,      get parameter (from 10014) audiodevicehash2=16001 {wmain 57} [inst: 2246]
[2024.05.13 23:56:34:120] EVENT,      get parameter (from 10014) stat_jitter_start=0 {wmain 57} [inst: 2246]
[2024.05.13 23:56:34:120] EVENT,      get parameter (from 10014) stat_jitter_all=1 {wmain 57} [inst: 2246]
[2024.05.13 23:56:34:129] EVENT,      get parameter (from 10076) prefcodec=mama@127.0.0.1:3310 {wmain 57} [inst: 2246]
[2024.05.13 23:56:34:130] EVENT, set pref codec B: mama@127.0.0.1:3310 [wpmain] {wmain 57} [inst: 2246]
[2024.05.13 23:56:34:137] EVENT, autovalues aec: 0, aecfast: 0, aecvol: 1, aecnative: 1, aecorig: 1, agc: 0, denoise: 3, plc: true [wpmain] {wmain 57} [inst: 2246]
[2024.05.13 23:56:34:137] EVENT,      get parameter (from 10073) callto=mama@127.0.0.1:3310 {wmain 57} [inst: 2246]
[2024.05.13 23:56:34:139] EVENT,      get parameter (from 10073) destination=mama@127.0.0.1:3310 {wmain 57} [inst: 2246]
[2024.05.13 23:56:34:205] EVENT,JVoIP init finished2 [wpmain] {wmain 57} [inst: 2246]
[2024.05.13 23:56:34:205] EVENT, conncurrent instances in the same classloader: 1 {wmain 57} [inst: 2246]
[2024.05.13 23:56:34:205] EVENT,main thread started [wpmain] {wmain 57} [inst: 2246]
[2024.05.13 23:56:34:206] EVENT,JVoIP start 9.0.24024 from 5 [wpmain] {wmain 57} [inst: 2246]
[2024.05.13 23:56:34:206] EVENT,init thread MATASK_DELAYEDSTARTUPTASKS 67 {matask_delayedstartuptasks 67} [inst: 2246]
[2024.05.13 23:56:34:206] EVENT,set priority to min from MAsyncTask_MATASK_DELAYEDSTARTUPTASKS (idle: false) {matask_delayedstartuptasks 67} [inst: 2246]
[2024.05.13 23:56:34:206] EVENT,async task start MATASK_DELAYEDSTARTUPTASKS (pb: false pi1: 0 pi2: 0 p1:  p2: ) {matask_delayedstartuptasks 67} [inst: 2246]
